,playerId,Name,SB,AB_L,AVG_L,OBP_L,SLG_L,wRC+_L,wOBA_L,AB_R,AVG_R,OBP_R,SLG_R,wRC+_R,wOBA_R
34,11368,Yasmani Grandal,0,86,0.232558139,0.3125,0.372093023,87.19707429244427,0.2988664357285751,277,0.234657039,0.307443365,0.328519855,77.2461962447046,0.2845098301044945
35,11445,Mark Canha,11,140,0.264285714,0.361445783,0.464285714,125.5699621249962,0.3535115581570249,295,0.261016949,0.351906158,0.369491525,103.91080907308388,0.3228131747665293
36,11477,Christian Yelich,28,145,0.234482758,0.301886792,0.331034482,72.54476162355809,0.2798973484129845,405,0.29382716,0.393234672,0.488888888,138.51656638519603,0.3783063014263259
37,11489,Michael A. Taylor,13,103,0.252427184,0.3125,0.601941747,145.652690185806,0.3798939410064901,252,0.206349206,0.263736263,0.376984126,74.9349655066701,0.2778661120068896
38,11493,Manny Machado,3,133,0.308270676,0.375838926,0.511278195,145.32638292058436,0.3803416646566967,410,0.241463414,0.300884955,0.446341463,103.90507399331614,0.3185542441260259
39,11579,Bryce Harper,11,149,0.288590604,0.374269005,0.510067114,137.31930409799676,0.3769682961351731,308,0.295454545,0.413333333,0.493506493,144.42499913927645,0.3875677334549634
40,11609,Willson Contreras,6,108,0.296296296,0.368852459,0.537037037,145.01397258552564,0.384173642905032,320,0.253125,0.354838709,0.44375,121.69151027115964,0.3493839459073159
41,11615,Brandon Drury,0,121,0.264462809,0.320610687,0.479338842,116.6268329061264,0.3426514572769631,364,0.26098901,0.301020408,0.502747252,113.33332495849508,0.3378997565228112
42,11680,Elias Diaz,1,130,0.184615384,0.251748251,0.33076923,41.48551739637978,0.2555280181911442,356,0.297752808,0.339425587,0.438202247,95.48996232852046,0.3360854760785016
43,11737,Nick Castellanos,11,173,0.323699421,0.368983957,0.560693641,148.350094556209,0.3934227275975885,453,0.251655629,0.289256198,0.443708609,93.6920310933976,0.3118902787196734
44,11739,J.T. Realmuto,16,137,0.255474452,0.32,0.518248175,117.94972048149842,0.3480750370998772,352,0.25,0.30670103,0.426136363,95.6817853531179,0.3148583593135027
45,12037,Jon Berti,16,120,0.325,0.362204724,0.441666666,118.98544306043075,0.349504260096963,268,0.279850746,0.33559322,0.388059701,95.52945558302936,0.3145153860183299
46,12144,Max Kepler,1,88,0.25,0.319587628,0.431818181,108.16933448062986,0.3258149187589429,350,0.262857142,0.33502538,0.497142857,127.68006305324418,0.3539639759789869
47,12147,Nick Ahmed,5,116,0.155172413,0.196721311,0.206896551,7.259219106558815,0.1825107257874285,82,0.292682926,0.34090909,0.43902439,111.10642230974987,0.3374177285216071
48,12161,Xander Bogaerts,19,158,0.29113924,0.335260115,0.462025316,118.2665138856167,0.3399769453644063,438,0.283105022,0.355691056,0.431506849,120.82732715235213,0.3437968643942499
49,12434,Kevin Pillar,4,108,0.25,0.261261261,0.472222222,89.77092165682402,0.3073603655840899,89,0.202247191,0.231578947,0.348314606,49.40401101107207,0.2471457719802856
50,12533,Marcus Semien,14,187,0.283422459,0.361904761,0.438502673,119.70223335132104,0.347806453704834,483,0.273291925,0.343173431,0.492753623,125.8729249027428,0.3567092042567545
51,12552,Eugenio Suarez,2,131,0.251908396,0.360759493,0.381679389,114.05906859121065,0.3300003733816026,467,0.226980728,0.311567164,0.394004282,99.06569478569222,0.3083687190022041
52,12856,George Springer,20,124,0.241935483,0.330985915,0.379032258,100.1359528709426,0.3140761067329998,489,0.261758691,0.326530612,0.411042944,105.06641105657688,0.3211895135477129
53,12859,James McCann,3,110,0.2,0.219298245,0.372727272,56.738525586743606,0.2501607772551085,97,0.24742268,0.321100917,0.381443298,98.0110154527314,0.3097065637964721
54,12916,Francisco Lindor,31,185,0.281081081,0.343137254,0.572972972,147.02886783006795,0.3838662804641159,417,0.242206235,0.333333333,0.424460431,110.5297161334177,0.3294211532265009
55,12927,Brandon Nimmo,3,213,0.286384976,0.344680851,0.403755868,109.46733447801064,0.3278364176445819,379,0.266490765,0.372197309,0.501319261,141.13673474526317,0.3750770916585965
56,12979,Javier Baez,12,125,0.232,0.302158273,0.352,81.04504639723102,0.2889662239191343,385,0.218181818,0.255528255,0.316883116,54.69650569875939,0.2509519295258955
57,13066,Teoscar Hernandez,7,143,0.286713286,0.306666666,0.51048951,119.94145588866064,0.3384871736571595,482,0.248962655,0.304924242,0.41286307,100.4347027496244,0.3103438519844503
58,13145,Josh Bell,0,162,0.265432098,0.360215053,0.49382716,133.4706963357402,0.3655310479370323,385,0.238961038,0.31002331,0.387012987,91.9557906594385,0.3042287057805284
59,13152,Jorge Polanco,4,87,0.310344827,0.34065934,0.48275862,127.69064225490484,0.3539792390970083,215,0.232558139,0.333333333,0.441860465,114.62264029593858,0.3351254103675721
60,13185,Orlando Arcia,1,96,0.302083333,0.401785714,0.604166666,168.07565990335578,0.4241661333612033,392,0.25510204,0.29928741,0.375,80.78563353430812,0.2939571731164166
61,13301,Max Muncy,1,148,0.155405405,0.263157894,0.378378378,76.06576281879028,0.2812623740636814,334,0.236526946,0.362745098,0.517964071,136.16856467406345,0.3709166411421086
62,13324,Ildemaro Vargas,1,103,0.291262135,0.324074074,0.475728155,113.95995197241308,0.3419122469645959,159,0.226415094,0.291428571,0.289308176,60.28794602713303,0.2618506823267255
63,13419,Christian Walker,11,141,0.255319148,0.347560975,0.574468085,140.5268712679431,0.3813036823714221,441,0.258503401,0.328629032,0.471655328,113.60113343914249,0.3411390441836733
64,13510,Jose Ramirez,28,210,0.242857142,0.304347826,0.461904761,99.6825482574305,0.3123952824605536,401,0.301745635,0.381778741,0.481296758,134.2985274472062,0.3623374040637697
65,13602,Patrick Wisdom,4,120,0.216666666,0.276923076,0.491666666,103.55017668489155,0.3243701953154344,148,0.195945945,0.298245614,0.506756756,113.76344418082456,0.339605142498574
66,13611,Mookie Betts,14,150,0.3,0.423913043,0.673333333,189.1497131049692,0.4499476660681034,434,0.30875576,0.402750491,0.546082949,158.74313843227137,0.404590726250047
67,13613,Ketel Marte,8,179,0.312849162,0.381909547,0.497206703,137.94644940529992,0.3774545135522129,390,0.258974358,0.348115299,0.479487179,121.8912461725803,0.3535052560435401
68,13621,Jeimer Candelario,8,142,0.253521126,0.341614906,0.450704225,114.3435636064933,0.3422474138438701,363,0.250688705,0.333333333,0.479338842,117.98287295996248,0.3472672898124381
69,13624,Corey Seager,2,156,0.314102564,0.34939759,0.532051282,137.98476224008394,0.3741835287536483,321,0.333333333,0.408108108,0.666666666,182.9206514908446,0.4390146760398991
70,13675,Tyrone Taylor,9,79,0.240506329,0.259259259,0.46835443,89.6594326573297,0.3054269949595133,152,0.230263157,0.271604938,0.434210526,86.45734839337703,0.3006505035323861
71,13757,Chris Taylor,16,138,0.210144927,0.316770186,0.478260869,112.43254024019323,0.3355100409789655,200,0.255,0.331838565,0.38,98.63530358767876,0.314928951552096
72,13770,Rob Refsnyder,7,120,0.308333333,0.427586206,0.4,133.4059757020547,0.373012861301159,82,0.158536585,0.270833333,0.195121951,31.491489255946156,0.2259759784986575
73,13836,Matt Duffy,1,94,0.276595744,0.352380952,0.361702127,98.78766946934034,0.320179732072921,97,0.226804123,0.259615384,0.288659793,44.35067918933298,0.2416408938857225
74,14161,Byron Buxton,9,78,0.179487179,0.255555555,0.371794871,65.0029403866279,0.2635367063993818,226,0.216814159,0.307392996,0.460176991,109.52012083536404,0.3277637625578791
75,14162,Carlos Correa,0,117,0.247863247,0.345588235,0.435897435,114.55889908335824,0.3350334478848016,397,0.22418136,0.301801801,0.387909319,90.67647627465234,0.300577139208602
76,14221,Jorge Soler,1,112,0.276785714,0.392592592,0.6875,180.7506371746459,0.4416382877684351,392,0.242346938,0.325842696,0.461734693,110.01677172291198,0.3361258545882022
77,14344,Matt Olson,1,163,0.251533742,0.307692307,0.490797546,108.7168487608598,0.3356216638297825,445,0.294382022,0.416356877,0.64494382,178.18462857549892,0.4392454998673133
78,14366,Joey Meneses,0,175,0.291428571,0.336898395,0.434285714,108.77287034653916,0.3341747707224147,436,0.268348623,0.314893617,0.387614678,90.31356028048822,0.3066393503483305
79,14387,Harold Ramirez,5,119,0.386554621,0.411290322,0.554621848,173.1921263118717,0.4148887977484733,281,0.28113879,0.329032258,0.419928825,109.7286832187134,0.3233270662446176
80,14551,Anthony Santander,5,144,0.25,0.352941176,0.4375,121.51751783256177,0.3436205141684588,447,0.259507829,0.314814814,0.483221476,118.52942921234784,0.3393094564221569
81,14712,Manuel Margot,9,94,0.276595744,0.292929292,0.372340425,83.66356205589864,0.2857216747120173,217,0.258064516,0.316455696,0.377880184,96.98226937320646,0.3049372080006177
82,14813,Kyle Farmer,2,114,0.289473684,0.3515625,0.429824561,117.1024009491632,0.338703079149127,222,0.238738738,0.298755186,0.396396396,92.64892339408186,0.3034228825964868
83,14854,Mike Yastrzemski,2,79,0.202531645,0.25,0.341772151,61.96470446466203,0.2581812675510134,251,0.243027888,0.352542372,0.478087649,126.48458852994702,0.3544244166106394
84,15112,Ryan McMahon,5,162,0.191358024,0.264044943,0.308641975,41.57555032937061,0.255662318695797,393,0.259541984,0.345211581,0.48091603,106.50959741186486,0.3525232672691345
85,15149,Trey Mancini,0,94,0.223404255,0.305555555,0.351063829,77.99513859402717,0.286250205240517,141,0.241134751,0.294117647,0.326241134,70.57035937677544,0.2751747958021226
86,15161,Mitch Garver,0,64,0.34375,0.5,0.4375,169.53583034909167,0.4197037571884063,232,0.25,0.328185328,0.517241379,127.91955771361008,0.3596619788744274
87,15172,Tim Anderson,13,125,0.304,0.33076923,0.384,96.86558756020813,0.312815660238266,368,0.225543478,0.271573604,0.266304347,47.85318376212043,0.2421031312894095
88,15279,Garrett Cooper,0,102,0.323529411,0.375,0.529411764,145.12196795096136,0.3853210556719984,320,0.228125,0.28115942,0.384375,79.85682669496819,0.2889066744541776
89,15362,Jeff McNeil,10,177,0.29378531,0.368686868,0.38418079,114.7159869712684,0.3356657380407506,408,0.259803921,0.317673378,0.375,93.92388423406798,0.3046505328526166
90,15464,Hunter Renfroe,0,127,0.244094488,0.3,0.385826771,85.02331553198492,0.2980525463819504,371,0.229110512,0.296568627,0.42587601,94.83554833467709,0.3114553888638814
91,15491,J.P. Crawford,2,165,0.266666666,0.373056994,0.381818181,119.9267145044115,0.3384659055601129,369,0.265582655,0.382352941,0.463414634,140.41280601012912,0.3680221653308998
92,15518,Amed Rosario,15,181,0.281767955,0.32642487,0.44198895,111.5577163968802,0.3309384479423878,329,0.252279635,0.292613636,0.343465045,75.67371362510023,0.2784050787714394
93,15653,Dominic Smith,1,158,0.234177215,0.296511627,0.29113924,62.957647898617175,0.2658330285271933,369,0.262872628,0.338164251,0.398373983,101.50866345450844,0.3233388841296512
94,15676,Jose Abreu,0,162,0.234567901,0.296089385,0.444444444,99.43054520767114,0.3138413382380196,378,0.238095238,0.296385542,0.357142857,80.93735899265451,0.2871603378330368
95,15937,Aledmys Diaz,1,124,0.233870967,0.284671532,0.354838709,74.03542741332504,0.271740976969401,191,0.22513089,0.276699029,0.324607329,69.98641219959543,0.2658992699049051
96,15986,Willy Adames,5,134,0.231343283,0.352201257,0.410447761,109.25230313362732,0.3346533269821843,419,0.212410501,0.295597484,0.405727923,88.50043238180567,0.3036981351220633
97,15998,Cody Bellinger,20,166,0.337349397,0.387978142,0.596385542,163.76184102192758,0.4141868505972982,333,0.291291291,0.340482573,0.489489489,119.7041843170268,0.3484668375672521
98,16219,J.D. Davis,1,142,0.246478873,0.305732484,0.422535211,99.0668042753694,0.3135258016312957,338,0.24852071,0.333333333,0.408284023,106.32387305466357,0.3243510404298472
99,16252,Trea Turner,30,188,0.228723404,0.29468599,0.425531914,90.13573233404682,0.3065854119091499,451,0.281596452,0.330578512,0.472283813,115.49507541085956,0.3444134872560658
100,16376,Michael Conforto,4,96,0.21875,0.264705882,0.333333333,65.59022048896632,0.2635893845090679,310,0.24516129,0.353260869,0.4,109.4878691630836,0.3290707164413326
101,16426,Thairo Estrada,23,140,0.257142857,0.306666666,0.335714285,78.30127267029467,0.2825502321224085,355,0.276056338,0.318421052,0.447887323,109.80435313452104,0.329542809881662
102,16478,Kyle Schwarber,0,207,0.188405797,0.328063241,0.42995169,106.54389103757882,0.3310611667369194,378,0.201058201,0.35117773,0.497354497,126.28706951942956,0.3605117105044327
103,16505,Matt Chapman,4,101,0.306930693,0.375,0.514851485,147.19650930844395,0.3819726125470229,408,0.223039215,0.319829424,0.401960784,101.15191686396832,0.3155418863663307
104,16512,Isiah Kiner-Falefa,14,74,0.229729729,0.337078651,0.297297297,85.23620223932937,0.2916187710976333,252,0.246031746,0.295202952,0.353174603,80.50789889793029,0.2847970227033889
105,16530,Mauricio Dubon,7,110,0.327272727,0.367521367,0.49090909,137.91812944643092,0.3693692088127136,357,0.263305322,0.290666666,0.386554621,84.43998623931704,0.2922137449582417
106,16535,Danny Jansen,0,78,0.205128205,0.279069767,0.512820512,110.41152888863468,0.3289011695805718,190,0.236842105,0.325581395,0.457894736,117.56578298533935,0.3392229526541954
107,16556,Ozzie Albies,13,128,0.390625,0.406015037,0.6171875,173.74706750351694,0.4326260699365372,468,0.25,0.318095238,0.485042735,111.30844322843556,0.3394874986225514
108,16572,Connor Joe,3,166,0.26506024,0.367875647,0.451807228,123.60627327813395,0.3578059787577298,247,0.234817813,0.318996415,0.400809716,94.81567040714874,0.3148595549726999
109,16578,Yandy Diaz,0,121,0.3553719,0.431654676,0.669421487,204.33461713821129,0.45981955228092,404,0.321782178,0.403470715,0.477722772,151.93099441883777,0.3842143503031865
110,16930,Jonah Heim,2,83,0.325301204,0.373626373,0.48192771,133.573163156147,0.3678187046732221,374,0.243315508,0.304878048,0.427807486,96.318656799153,0.3140698542781904
111,16939,Lane Thomas,20,178,0.331460674,0.375,0.573033707,153.4384556038112,0.4008016198252638,450,0.242222222,0.291836734,0.426666666,91.0855466561998,0.3077909085215354
112,16997,Gleyber Torres,13,108,0.277777777,0.375,0.546296296,152.83642869613786,0.3891488369554281,488,0.272540983,0.340073529,0.432377049,115.4726827679264,0.335242381428971
113,17022,Edmundo Sosa,4,116,0.267241379,0.308943089,0.48275862,111.1856125150078,0.33798513906758,163,0.239263803,0.281609195,0.386503067,78.45187041460431,0.2891568055098084
114,17027,Alex Verdugo,5,141,0.219858156,0.310559006,0.29787234,67.19932912665797,0.2774933795010821,405,0.279012345,0.328798185,0.46419753,109.20370054227736,0.3380950864065777
115,17128,Ramon Laureano,12,126,0.269841269,0.333333333,0.46031746,121.2001850762118,0.3415079557377359,235,0.2,0.289473684,0.323404255,75.53338602157645,0.2751789742842653
116,17273,Jorge Mateo,32,127,0.275590551,0.328467153,0.417322834,108.08693664309182,0.3242435751170137,191,0.178010471,0.22705314,0.287958115,40.01976934880411,0.2260398314770869
117,17338,Willi Castro,33,114,0.236842105,0.3203125,0.315789473,82.42653346815997,0.2886745538562536,244,0.266393442,0.34767025,0.454918032,121.5606955324074,0.3451352730500612
118,17350,Rafael Devers,5,172,0.273255813,0.335106382,0.488372093,118.6582429428695,0.3517356049568257,408,0.269607843,0.356837606,0.50490196,125.91134915190976,0.3622000066802912
119,17452,Jose Siri,12,86,0.197674418,0.228260869,0.418604651,72.76224184314401,0.2699938209160514,252,0.23015873,0.280442804,0.519841269,117.9305781592894,0.3351603306527507
120,17484,Eloy Jimenez,0,90,0.266666666,0.31632653,0.422222222,98.3953221498432,0.3150226811772769,366,0.273224043,0.317135549,0.445355191,106.79456546724494,0.3271406694864615
121,17548,Taylor Ward,4,99,0.303030303,0.370689655,0.525252525,140.17947790200284,0.3766319797984485,257,0.233463035,0.320819112,0.381322957,94.1399662053388,0.3102085838545711
122,17620,Myles Straw,20,134,0.246268656,0.291666666,0.298507462,65.4806532155609,0.2630505797763665,328,0.234756097,0.304347826,0.295731707,70.67839730079297,0.2705496126866858
123,17678,Alex Bregman,3,186,0.215053763,0.319444444,0.376344086,94.39132064575588,0.3065710089927496,436,0.282110091,0.381889763,0.467889908,138.37511904102405,0.3700285294628518
124,17696,Kevin Newman,8,97,0.278350515,0.348623853,0.463917525,114.5301311477065,0.3498094284206355,128,0.234375,0.28169014,0.2890625,50.23494336861468,0.2539014547643527
125,17901,Andrew Benintendi,13,122,0.262295081,0.320895522,0.401639344,98.041111601318,0.3145116447512783,440,0.261363636,0.327160493,0.343181818,84.28785570850931,0.2946691675394339
126,17919,Ian Happ,14,169,0.224852071,0.308900523,0.384615384,90.08010752942286,0.3042771357516343,411,0.257907542,0.38,0.450121654,128.09260618779416,0.3609796953967297
127,17929,Cedric Mullins,19,103,0.233009708,0.310344827,0.398058252,96.96003594054078,0.3081902656061896,301,0.232558139,0.303571428,0.42192691,99.25481206156394,0.3115010483941035
128,17982,Ty France,1,150,0.28,0.325,0.393333333,103.66392830138793,0.3150028094649315,437,0.240274599,0.340594059,0.356979405,103.50185134201443,0.3147689733174768
129,17988,Tyler Stephenson,0,127,0.283464566,0.35,0.448818897,108.9615127638363,0.3415028206680132,338,0.22781065,0.305039787,0.352071005,75.6196898538778,0.2917674239181397
130,18015,Paul DeJong,4,106,0.216981132,0.285714285,0.349056603,74.38896190230301,0.278859498621035,266,0.203007518,0.245551601,0.357142857,62.30042000234439,0.2612554278237964
131,18030,Harrison Bader,20,87,0.298850574,0.360824742,0.574712643,152.62824888940196,0.3916276109587286,232,0.206896551,0.239837398,0.262931034,37.46355812311107,0.2231156973819422
132,18036,Jake Cronenworth,6,140,0.228571428,0.301282051,0.364285714,86.41630227438625,0.292466558324985,318,0.229559748,0.315934065,0.383647798,94.68266747693023,0.3047973464207096
133,18126,LaMonte Wade Jr.,2,67,0.268656716,0.35064935,0.358208955,100.9171557742896,0.3162859376374777,362,0.254143646,0.376712328,0.428176795,125.2572985328726,0.3525936902254477
134,18289,Brian Anderson,1,75,0.186666666,0.290697674,0.306666666,66.77669065034561,0.2712932208249735,243,0.238683127,0.316363636,0.386831275,91.27624182250398,0.3078387600725347
135,18314,Dansby Swanson,9,143,0.244755244,0.322981366,0.447552447,108.54733672047388,0.3318243689418579,422,0.244075829,0.329140461,0.40521327,102.09595169287378,0.322200954085376
136,18345,Kyle Tucker,30,210,0.3,0.367088607,0.566666666,153.69916400391222,0.3921372588676742,364,0.274725274,0.369767441,0.489010989,131.8624714863151,0.3606324227009136
137,18360,Austin Riley,3,128,0.2890625,0.362416107,0.578125,143.0937066172776,0.3869010035683509,508,0.279527559,0.340989399,0.5,122.6636537316271,0.3564258616232703
138,18373,Ryan Mountcastle,3,142,0.338028169,0.397515527,0.654929577,184.59532396978489,0.434625868871808,281,0.234875444,0.291262135,0.348754448,77.95835106762989,0.2807756299725628
139,18401,Ronald Acuna Jr.,73,127,0.314960629,0.405405405,0.559055118,154.94017084446517,0.4045721609016944,516,0.343023255,0.419080068,0.604651162,174.1886489080461,0.4332847689648097
140,18564,Trent Grisham,15,121,0.256198347,0.361702127,0.429752066,123.53121323214069,0.3478302025625892,348,0.178160919,0.298288508,0.324712643,79.36882760671132,0.2819539672879543
141,18568,Luis Arraez,3,132,0.325757575,0.343065693,0.416666666,105.58296816179488,0.3295120296687105,442,0.36199095,0.407098121,0.484162895,139.72187171817075,0.3804364172634539
142,18577,Ke'Bryan Hayes,10,160,0.29375,0.31547619,0.53125,119.94732135393518,0.3523479860699819,334,0.260479041,0.305322128,0.416167664,92.23924923159488,0.3110163539063696
143,18795,Ramon Urias,3,112,0.241071428,0.314516129,0.339285714,85.56427339314206,0.2917490563085002,248,0.274193548,0.334558823,0.391129032,104.41601911536038,0.3189473675892633
144,18819,Andy Ibanez,1,111,0.261261261,0.296610169,0.522522522,118.27202559617564,0.3426753595723944,245,0.265306122,0.318181818,0.391836734,95.9611512059664,0.3104863986372947
145,18839,Josh Naylor,10,137,0.299270072,0.346938775,0.474452554,127.01073328324053,0.3518229563758798,315,0.311111111,0.356321839,0.495238095,128.70438927481698,0.3542664745274712
146,18900,Leody Taveras,14,137,0.240875912,0.295302013,0.343065693,73.73521580169934,0.2814876485190936,374,0.275401069,0.31840796,0.44919786,106.43726088065746,0.3286684462383611
147,19197,Will Smith,3,121,0.239669421,0.353741496,0.446280991,116.48583260718384,0.3415562642031702,343,0.268221574,0.361179361,0.434402332,119.54295973544409,0.3461165256816573
148,19198,Yuli Gurriel,4,92,0.25,0.314285714,0.315217391,67.14934901944898,0.2721812921820335,206,0.242718446,0.299107142,0.378640776,81.43082910065853,0.2934847188102825
149,19238,Lourdes Gurriel Jr.,5,146,0.301369863,0.3625,0.452054794,121.0209272759594,0.3522070170198596,405,0.24691358,0.289351851,0.466666666,100.0540522925672,0.3209311072197225
150,19251,Pete Alonso,4,156,0.224358974,0.333333333,0.525641025,129.96834291290094,0.3584174027045568,412,0.213592233,0.311578947,0.495145631,118.20586679924952,0.3408715289275525
151,19262,Garrett Hampson,5,72,0.263888888,0.345679012,0.361111111,96.22592524165542,0.3155542972647113,149,0.281879194,0.351190476,0.389261744,103.5331002440428,0.3264542786138398
152,19273,Stone Garrett,3,122,0.262295081,0.330935251,0.508196721,121.77381763330511,0.3535680496435371,112,0.276785714,0.356589147,0.401785714,108.00194495704764,0.3330247952032459
153,19287,Adolis Garcia,9,127,0.244094488,0.361842105,0.503937007,135.45756695774548,0.3705374237738157,428,0.245327102,0.316666666,0.509345794,120.51412935972031,0.3489778147389491
